1.000000000000000000e+00,1.848013414008579103e-01,1.677426729726125831e-01,1.808708710952260379e-01,1.638000595465884945e-01,1.473467907470947802e-01,1.828964486472700601e-01,2.319409472948149586e-01,1.815604918944168089e-01,2.082524405930564759e-01,2.251612802133577951e-01,1.859395580525510239e-01,1.443759924293600561e-01,1.450433950874108202e-01,1.620674350846188494e-01,2.332710715853404393e-01,2.042597424663297190e-01,2.116218125080406853e-01,1.870193462632957493e-01,1.061933995291034494e-01,2.057803909972505396e-01,1.146001121346614804e-01,1.887415095960200961e-01,2.341644821415268529e-01,1.726751443008642806e-01,1.545984265698301385e-01,1.758632944122942021e-01,9.629692737536776903e-02,1.495551852424271688e-01,1.197997609892901272e-01,5.806756460413020626e-02,2.059533980395493735e-01,6.979834978991905636e-02,4.824112818856096663e-02,1.427486976808963748e-01,1.750372198613722174e-01,1.644325042702257100e-01,2.118104982270787584e-01,1.486919391107058841e-01,2.008293152116993330e-01
1.848013414008579103e-01,1.000000000000000000e+00,1.494720774902542626e-01,1.792435271042123190e-01,1.323578968803242883e-01,1.479312706632927021e-01,1.791745212226394379e-01,1.766605558324448877e-01,1.253680316338389167e-01,1.557467587555640964e-01,1.984167530160484416e-01,1.430371684140979704e-01,1.503751427769929316e-01,1.589514780515356440e-01,1.447778318327025415e-01,2.003231419853673811e-01,1.775401789264102748e-01,1.683131402119173448e-01,2.049766065648240820e-01,1.514308400609406524e-01,1.732105647424392325e-01,1.499271722848968258e-01,1.320250616903415608e-01,1.755109837507312642e-01,1.354120153116223912e-01,1.342722461251781851e-01,1.984431407558797655e-01,1.302738867592740934e-01,1.374864448347304924e-01,1.124834720286974621e-01,1.046494161698398040e-01,1.943931810136387828e-01,8.308881456139061150e-02,1.322486567486689246e-01,1.291776361142236151e-01,1.820914757658355088e-01,1.725832857849658453e-01,1.628605654230594890e-01,1.429733027234260101e-01,1.590664793862540671e-01
1.677426729726125831e-01,1.494720774902542626e-01,1.000000000000000000e+00,1.602916946470176462e-01,1.909327378392632335e-01,1.563879254188222934e-01,1.340493589128557428e-01,1.707953548771197205e-01,1.928618210536581223e-01,1.964195779260493602e-01,1.551730197456133720e-01,1.808789813819792203e-01,1.543223123257332352e-01,1.386421744663621780e-01,1.449701830996104057e-01,1.583776826885773259e-01,1.664113075816415765e-01,1.794599698884500327e-01,1.590823123131820394e-01,1.305650446477741866e-01,2.153553050121886914e-01,1.298804060503185864e-01,1.603880640767316734e-01,1.485645086847884322e-01,1.853365607198599330e-01,1.568631888606321079e-01,1.731206415740972338e-01,9.183165340531551646e-02,1.340635102917960841e-01,1.782574447478600943e-01,9.505441743566944712e-02,1.541215124324616381e-01,7.725728064770254200e-02,4.665200570129990343e-02,1.555226260147611894e-01,1.254840846242283314e-01,1.399213801169989502e-01,1.666350333666622996e-01,1.430961559581227505e-01,2.050200733964456790e-01
1.808708710952260379e-01,1.792435271042123190e-01,1.602916946470176462e-01,1.000000000000000000e+00,1.297696909653477393e-01,1.602262347731310266e-01,1.396346856977914719e-01,1.736373122456863483e-01,1.689677432364017351e-01,1.735443680279546985e-01,1.718177096251970459e-01,1.543120464231975131e-01,1.680943358994488879e-01,1.365401550126110752e-01,1.531044423571579216e-01,1.838444149623509327e-01,1.743143152072037516e-01,1.897129158507331326e-01,1.761493824088423699e-01,1.450199787627033388e-01,1.994507186088114725e-01,1.283822075067742041e-01,1.641793399898563433e-01,1.671448985822948652e-01,1.380803650988732256e-01,1.434332560431149650e-01,1.732385903838404850e-01,1.086147422009101637e-01,1.512864306709705842e-01,1.122980074341919376e-01,8.177891128677750032e-02,1.576048341630258420e-01,7.705762919237657549e-02,7.111357646115390452e-02,1.341855236350418812e-01,1.448192837832906754e-01,1.415451444060122910e-01,1.736860520226928273e-01,1.352080907657545739e-01,1.638575495074799937e-01
1.638000595465884945e-01,1.323578968803242883e-01,1.909327378392632335e-01,1.297696909653477393e-01,1.000000000000000000e+00,1.798489665386401315e-01,1.269487331791191442e-01,1.486559894718587627e-01,2.091931648397514776e-01,1.862018555544736609e-01,1.291830211896968228e-01,2.064568009785953118e-01,1.362643003985719581e-01,1.153003784059571935e-01,1.135369908347388934e-01,1.453720283543751268e-01,1.813061911605619025e-01,1.723150095417667060e-01,1.430522685935778915e-01,1.062375301938758287e-01,1.918490930868922417e-01,1.169750323648806045e-01,1.658791589711909875e-01,1.322482540440808041e-01,1.611230847004055944e-01,1.482267118778436421e-01,1.500302038347277600e-01,7.277118458330167350e-02,1.355923770146244545e-01,1.678358835216943179e-01,9.178024922237582039e-02,1.379827900110979222e-01,9.686955115322060106e-02,1.605293705270505189e-02,1.770788793720576848e-01,1.222963533203691444e-01,1.403073969778684260e-01,1.886416941703685790e-01,1.202056634724057993e-01,2.037572758547764318e-01
1.473467907470947802e-01,1.479312706632927021e-01,1.563879254188222934e-01,1.602262347731310266e-01,1.798489665386401315e-01,1.000000000000000000e+00,1.362761996180122948e-01,1.507151953001200084e-01,1.689854386179614476e-01,1.658536635691024719e-01,1.291614257313880021e-01,1.589339674220625609e-01,1.549030652208074343e-01,1.134272763660768568e-01,1.231747226182940969e-01,1.512074167086407961e-01,1.728651797112434885e-01,1.602980405488504401e-01,1.442298527296242971e-01,1.362038924497467329e-01,1.925378031193318851e-01,1.162814161614090791e-01,1.497895953968174654e-01,1.269923277519265925e-01,1.283797800704208347e-01,1.207937286236689944e-01,1.649549586720613359e-01,9.883185198634614199e-02,1.214567815589511213e-01,1.519353452670713089e-01,1.001307586165695040e-01,1.286598321300562731e-01,9.164477160999906502e-02,5.242892414302624537e-02,1.517186362091124119e-01,1.471246723133938783e-01,1.353346762951530557e-01,1.825357464344422587e-01,1.067873172903341938e-01,1.997541250072703001e-01
1.828964486472700601e-01,1.791745212226394379e-01,1.340493589128557428e-01,1.396346856977914719e-01,1.269487331791191442e-01,1.362761996180122948e-01,1.000000000000000000e+00,1.775214263417459470e-01,1.225370997769597015e-01,1.618953146018279332e-01,1.937899640515268196e-01,1.478630397249278694e-01,1.183839383464083683e-01,1.272300935350001438e-01,1.306962066881234286e-01,1.986116522759359126e-01,1.732037845740260762e-01,1.563653209514082043e-01,1.996596160883277182e-01,1.087145659444802570e-01,1.655153860224305440e-01,1.394356928057354228e-01,1.262877042645972336e-01,1.927550439421534811e-01,1.383446370098816436e-01,1.227500824088326725e-01,1.563172586360662697e-01,1.071019986434141869e-01,1.251565299190274816e-01,1.038416960867348804e-01,8.662350784899819356e-02,1.879807959329113931e-01,7.203669781376298431e-02,8.848482506135202375e-02,1.278285442336353217e-01,1.952792937690492892e-01,1.594871171947725985e-01,1.481672471328476792e-01,1.338589757822188364e-01,1.609978204413152758e-01
2.319409472948149586e-01,1.766605558324448877e-01,1.707953548771197205e-01,1.736373122456863483e-01,1.486559894718587627e-01,1.507151953001200084e-01,1.775214263417459470e-01,1.000000000000000000e+00,1.671896248674320518e-01,2.643777764159795929e-01,2.176876883945519925e-01,1.775888455834310209e-01,1.199774721894182328e-01,1.115341707924774051e-01,1.472466018750381300e-01,2.239463828374747001e-01,1.824826180993593949e-01,1.889832521139109822e-01,2.073784137646057513e-01,1.079997658361533386e-01,1.899505531407067460e-01,1.289081992248832798e-01,1.683892023282629324e-01,1.931122358115245907e-01,1.689924571003487141e-01,1.506339926964763709e-01,1.618127746042444803e-01,8.492436401076064456e-02,1.250708245318434830e-01,1.228215060349792109e-01,5.970119723698208425e-02,2.051985371464615238e-01,8.314164685575997638e-02,3.238149485288333018e-02,1.582317043608484353e-01,1.604174008886153358e-01,1.275889037145496729e-01,1.969412663249014983e-01,1.395079981783353684e-01,2.150122390992434962e-01
1.815604918944168089e-01,1.253680316338389167e-01,1.928618210536581223e-01,1.689677432364017351e-01,2.091931648397514776e-01,1.689854386179614476e-01,1.225370997769597015e-01,1.671896248674320518e-01,1.000000000000000000e+00,2.244233107910517111e-01,1.385170860089991463e-01,2.448338850450140214e-01,1.711633429977973408e-01,1.264984782916038775e-01,1.299243817779092147e-01,1.601554637304495321e-01,1.843648999427821566e-01,2.097056743212734053e-01,1.474762918828204095e-01,1.235869641202421709e-01,2.062471399036376329e-01,1.133617572657663608e-01,2.036624153196074927e-01,1.509944413303817567e-01,1.718841376255574316e-01,1.575493839957959885e-01,1.754905101934514100e-01,6.751106603453405075e-02,1.363556456565655495e-01,1.761323328642651065e-01,1.133689920657612316e-01,1.277850040039186785e-01,9.926865306296661640e-02,1.267518996191308034e-02,1.590172825601192663e-01,1.169853750902012379e-01,1.207989700200746697e-01,1.983550686829006482e-01,1.351247022672992237e-01,2.003808873697412452e-01
2.082524405930564759e-01,1.557467587555640964e-01,1.964195779260493602e-01,1.735443680279546985e-01,1.862018555544736609e-01,1.658536635691024719e-01,1.618953146018279332e-01,2.643777764159795929e-01,2.244233107910517111e-01,1.000000000000000000e+00,1.970666446123674476e-01,2.109316888649230837e-01,1.446703651008894864e-01,1.225581129352745213e-01,1.538129286851598332e-01,2.085218406089078824e-01,2.006122211421665913e-01,2.068012449948456455e-01,1.789852617233462784e-01,1.244339631584837624e-01,2.076750711903990743e-01,1.228884097199393066e-01,2.028494332000058131e-01,1.855743475196213188e-01,1.888144391604785755e-01,1.448998346148335781e-01,1.801663457912341393e-01,9.094425858947585706e-02,1.518659178303330970e-01,1.511432705991959669e-01,7.965365358663478723e-02,1.751619891940927598e-01,7.378248069730675152e-02,1.678339111741888878e-02,2.042053265160702624e-01,1.393226949658042946e-01,1.306762294999712637e-01,1.928156379279204469e-01,1.478192458229091732e-01,2.287819310908405512e-01
