1.000000000000000000e+00,5.063489663251407036e-01,5.904558135558219956e-01,3.515349139995614935e-01,6.155031922852209902e-01,3.794373391343403012e-01,1.946889262183942870e-01,6.155188851088004842e-01,5.484155696835002480e-01,4.449131345916532698e-01,4.832594190003813850e-01,4.784737811507490113e-01
5.063489663251407036e-01,1.000000000000000000e+00,5.438419940043544010e-01,1.922431997147525662e-01,5.978409360410679163e-01,1.925038421110256692e-01,0.000000000000000000e+00,5.978152581105822261e-01,6.528159801446387078e-01,4.465939183101892418e-01,5.585871633055945473e-01,5.669373710382867859e-01
5.904558135558219956e-01,5.438419940043544010e-01,1.000000000000000000e+00,2.928523725759895058e-01,5.977690652666827198e-01,3.001919623144726490e-01,1.193855451058513095e-01,5.977685368797971410e-01,5.771502664147569739e-01,5.119022980418692637e-01,5.193427511053877454e-01,5.031289568012904390e-01
3.515349139995614935e-01,1.922431997147525662e-01,2.928523725759895058e-01,1.000000000000000000e+00,3.360339929837631301e-01,4.743934832043767980e-01,4.002014262349838924e-01,3.360556682223097003e-01,2.557668852643459889e-01,2.550796968838568990e-01,2.328991500134722781e-01,3.082313220987583646e-01
6.155031922852209902e-01,5.978409360410679163e-01,5.977690652666827198e-01,3.360339929837631301e-01,1.000000000000000000e+00,3.555462412059977595e-01,1.550781993477220455e-01,9.963455099615653454e-01,6.116596564976557460e-01,4.425972177979158317e-01,5.977706072706692186e-01,4.942693277021158460e-01
3.794373391343403012e-01,1.925038421110256692e-01,3.001919623144726490e-01,4.743934832043767980e-01,3.555462412059977595e-01,1.000000000000000000e+00,4.427103587511733718e-01,3.555650756294170822e-01,2.528518941677052601e-01,2.586140006381207890e-01,2.331930893335086852e-01,2.943610741219200300e-01
1.946889262183942870e-01,0.000000000000000000e+00,1.193855451058513095e-01,4.002014262349838924e-01,1.550781993477220455e-01,4.427103587511733718e-01,1.000000000000000000e+00,1.551061543045013646e-01,6.248557819732480922e-02,1.084593192057154987e-01,4.813269165661493432e-02,1.443551964883574845e-01
6.155188851088004842e-01,5.978152581105822261e-01,5.977685368797971410e-01,3.360556682223097003e-01,9.963455099615653454e-01,3.555650756294170822e-01,1.551061543045013646e-01,1.000000000000000000e+00,6.116820511926892578e-01,4.425946337195505453e-01,5.977569861866609546e-01,4.942456271812628588e-01
5.484155696835002480e-01,6.528159801446387078e-01,5.771502664147569739e-01,2.557668852643459889e-01,6.116596564976557460e-01,2.528518941677052601e-01,6.248557819732480922e-02,6.116820511926892578e-01,1.000000000000000000e+00,4.707383611289658321e-01,5.586491937143587272e-01,5.863933400074505808e-01
4.449131345916532698e-01,4.465939183101892418e-01,5.119022980418692637e-01,2.550796968838568990e-01,4.425972177979158317e-01,2.586140006381207890e-01,1.084593192057154987e-01,4.425946337195505453e-01,4.707383611289658321e-01,1.000000000000000000e+00,4.191781428310606961e-01,4.587075491350559586e-01
4.832594190003813850e-01,5.585871633055945473e-01,5.193427511053877454e-01,2.328991500134722781e-01,5.977706072706692186e-01,2.331930893335086852e-01,4.813269165661493432e-02,5.977569861866609546e-01,5.586491937143587272e-01,4.191781428310606961e-01,1.000000000000000000e+00,4.616737231538191599e-01
4.784737811507490113e-01,5.669373710382867859e-01,5.031289568012904390e-01,3.082313220987583646e-01,4.942693277021158460e-01,2.943610741219200300e-01,1.443551964883574845e-01,4.942456271812628588e-01,5.863933400074505808e-01,4.587075491350559586e-01,4.616737231538191599e-01,1.000000000000000000e+00
