1.000000000000000000e+00,3.743406282306699362e-01,6.290943336185460533e-01,4.939505475237981891e-01,2.573022575066380435e-01,5.012762559391912287e-01,5.041675187137986125e-01,4.813118140143582968e-01,5.286005120170758076e-01,4.639030202665560543e-01,3.633044309419466433e-01,2.875534879562958723e-01
3.743406282306699362e-01,1.000000000000000000e+00,3.045770185108884753e-01,5.192450672439875570e-01,6.658935488781325684e-02,5.472402565827260146e-01,5.969877189981434018e-01,5.145373268585047288e-01,5.584351479806815011e-01,3.189638391693665476e-01,3.222145859879343988e-01,5.646862092888644824e-01
6.290943336185460533e-01,3.045770185108884753e-01,1.000000000000000000e+00,5.662177729705530904e-01,3.752973342281074043e-01,5.480990756612178494e-01,4.812822177554018088e-01,5.658218529203175029e-01,5.719270554078800251e-01,5.436467045044348634e-01,5.322705136094532108e-01,1.702862208327713400e-01
4.939505475237981891e-01,5.192450672439875570e-01,5.662177729705530904e-01,1.000000000000000000e+00,2.846569075956499884e-01,8.541942215031043117e-01,7.111369657979619285e-01,9.063947503668523531e-01,8.337730574231188019e-01,5.804405906409918492e-01,7.240530833244562814e-01,3.415250161183003286e-01
2.573022575066380435e-01,6.658935488781325684e-02,3.752973342281074043e-01,2.846569075956499884e-01,1.000000000000000000e+00,2.787077203998893360e-01,2.438800914034381373e-01,2.829524120104448537e-01,2.519586551678446584e-01,4.095794855148873204e-01,2.569971967021110748e-01,0.000000000000000000e+00
5.012762559391912287e-01,5.472402565827260146e-01,5.480990756612178494e-01,8.541942215031043117e-01,2.787077203998893360e-01,1.000000000000000000e+00,7.478913964034621387e-01,8.659025374570350486e-01,8.259637814413427481e-01,5.730299422376864404e-01,6.686134984249134661e-01,3.803290400294353502e-01
5.041675187137986125e-01,5.969877189981434018e-01,4.812822177554018088e-01,7.111369657979619285e-01,2.438800914034381373e-01,7.478913964034621387e-01,1.000000000000000000e+00,6.982211740557505708e-01,7.101443891511382001e-01,5.112779574583059539e-01,5.187117539298665703e-01,5.130938777074289803e-01
4.813118140143582968e-01,5.145373268585047288e-01,5.658218529203175029e-01,9.063947503668523531e-01,2.829524120104448537e-01,8.659025374570350486e-01,6.982211740557505708e-01,1.000000000000000000e+00,8.460984650088247960e-01,5.819995451881891935e-01,7.388009574959979453e-01,3.257324717686550519e-01
5.286005120170758076e-01,5.584351479806815011e-01,5.719270554078800251e-01,8.337730574231188019e-01,2.519586551678446584e-01,8.259637814413427481e-01,7.101443891511382001e-01,8.460984650088247960e-01,1.000000000000000000e+00,5.582412765983433278e-01,6.687664324249185110e-01,3.649560129609692449e-01
4.639030202665560543e-01,3.189638391693665476e-01,5.436467045044348634e-01,5.804405906409918492e-01,4.095794855148873204e-01,5.730299422376864404e-01,5.112779574583059539e-01,5.819995451881891935e-01,5.582412765983433278e-01,1.000000000000000000e+00,5.314755463021227921e-01,2.050983363409369931e-01
3.633044309419466433e-01,3.222145859879343988e-01,5.322705136094532108e-01,7.240530833244562814e-01,2.569971967021110748e-01,6.686134984249134661e-01,5.187117539298665703e-01,7.388009574959979453e-01,6.687664324249185110e-01,5.314755463021227921e-01,1.000000000000000000e+00,1.392198131924735627e-01
2.875534879562958723e-01,5.646862092888644824e-01,1.702862208327713400e-01,3.415250161183003286e-01,0.000000000000000000e+00,3.803290400294353502e-01,5.130938777074289803e-01,3.257324717686550519e-01,3.649560129609692449e-01,2.050983363409369931e-01,1.392198131924735627e-01,1.000000000000000000e+00
