1.000000000000000000e+00,3.418610703822936303e-01,3.544802142391427768e-01,3.364357809801726829e-01,3.755439397242982258e-01,3.372711039875903039e-01,3.087017310604128761e-01,3.492347327047782279e-01,4.058828999261934189e-01,3.472280654396217026e-01,1.684567775493996944e-01,2.887066437043610545e-01
3.418610703822936303e-01,1.000000000000000000e+00,2.579115074751855419e-01,3.969644003732506476e-01,2.721158290866209084e-01,4.002688612377099941e-01,4.507613221253922164e-01,2.687369498462846007e-01,5.698599595927739125e-01,2.445389649152850398e-01,1.609314788754021563e-01,7.139541762545953407e-01
3.544802142391427768e-01,2.579115074751855419e-01,1.000000000000000000e+00,2.275780115211366583e-01,5.739237700255925834e-01,2.627507465348033477e-01,2.288732015843065737e-01,5.807150815473347549e-01,1.468166374484380921e-01,5.361767165455946227e-01,4.871373329699200116e-01,1.564049395566442513e-01
3.364357809801726829e-01,3.969644003732506476e-01,2.275780115211366583e-01,1.000000000000000000e+00,2.644534603990463806e-01,6.489185826862213791e-01,6.651472518745633611e-01,2.461668563417245270e-01,3.615285314883576184e-01,2.378277231087461141e-01,3.449190432106397086e-02,4.409744284602920006e-01
3.755439397242982258e-01,2.721158290866209084e-01,5.739237700255925834e-01,2.644534603990463806e-01,1.000000000000000000e+00,3.020860370803595263e-01,2.649800370412574990e-01,5.886805087132620518e-01,1.631136380866222702e-01,5.292884698261632881e-01,4.149332781584109675e-01,1.709689521555015634e-01
3.372711039875903039e-01,4.002688612377099941e-01,2.627507465348033477e-01,6.489185826862213791e-01,3.020860370803595263e-01,1.000000000000000000e+00,6.716723144956144864e-01,2.850337874891779588e-01,3.521118817658267508e-01,2.715844993840554888e-01,6.980527274620196287e-02,4.211116173272914098e-01
3.087017310604128761e-01,4.507613221253922164e-01,2.288732015843065737e-01,6.651472518745633611e-01,2.649800370412574990e-01,6.716723144956144864e-01,1.000000000000000000e+00,2.442524105561203474e-01,3.653750892828282471e-01,2.377891794589627183e-01,5.179099466112879746e-02,4.924435937067209723e-01
3.492347327047782279e-01,2.687369498462846007e-01,5.807150815473347549e-01,2.461668563417245270e-01,5.886805087132620518e-01,2.850337874891779588e-01,2.442524105561203474e-01,1.000000000000000000e+00,1.502837160056429422e-01,5.417612228255060947e-01,4.957183487125130794e-01,1.604567501622004011e-01
4.058828999261934189e-01,5.698599595927739125e-01,1.468166374484380921e-01,3.615285314883576184e-01,1.631136380866222702e-01,3.521118817658267508e-01,3.653750892828282471e-01,1.502837160056429422e-01,1.000000000000000000e+00,1.396383752596753736e-01,0.000000000000000000e+00,5.545850458655929849e-01
3.472280654396217026e-01,2.445389649152850398e-01,5.361767165455946227e-01,2.378277231087461141e-01,5.292884698261632881e-01,2.715844993840554888e-01,2.377891794589627183e-01,5.417612228255060947e-01,1.396383752596753736e-01,1.000000000000000000e+00,4.344817693235256684e-01,1.526619277952030451e-01
1.684567775493996944e-01,1.609314788754021563e-01,4.871373329699200116e-01,3.449190432106397086e-02,4.149332781584109675e-01,6.980527274620196287e-02,5.179099466112879746e-02,4.957183487125130794e-01,0.000000000000000000e+00,4.344817693235256684e-01,1.000000000000000000e+00,4.383923537590905806e-02
2.887066437043610545e-01,7.139541762545953407e-01,1.564049395566442513e-01,4.409744284602920006e-01,1.709689521555015634e-01,4.211116173272914098e-01,4.924435937067209723e-01,1.604567501622004011e-01,5.545850458655929849e-01,1.526619277952030451e-01,4.383923537590905806e-02,1.000000000000000000e+00
