1.863772253052303540e+02,2.294397748847595953e+00,3.091650205738958324e+00,-2.312256418767023369e+00,6.235171980643189338e-01,-3.682541710324444661e+00,4.167227923938788825e-01,2.499750330721325575e+00,-4.486586457545612694e-01,2.639370008920823629e+00,-4.501708271067620393e-01,-3.289363456538058617e-01,6.426677156962041781e-01,-1.019672796608133147e+00,-1.800097559144276271e+00,-1.990744467296379216e-01,-1.085394321927572570e+00,3.823713662810909741e-01,5.428569085853666154e-01,6.475673889455290100e-01,-2.996213332640643712e-01,-2.974059645560580070e-02,1.940492565740533637e-01,-2.576854403197605947e-01,2.443648988819976942e-01,3.919424904121399100e-01,-2.856072546096783404e-01,-8.164502514943239309e-01,6.603709958341607011e-01,6.720025598420072133e-02,2.282777059833004107e-01,6.407243369148036827e-01,3.807495027790252888e-03,5.504839487449842078e-04,-1.115179454523231195e+00,-2.949270102085626566e-01,-3.654687542218981733e-01,-4.092244587263110800e-02,-2.552674021941949145e-01,-2.612534609874006541e-01,1.291529032558076315e-02,5.969111097874340022e-01,-2.774709707209027654e-01,4.334338482467009479e-02,4.231586572208466679e-01,-9.207179738723200724e-02,-6.245665860073568165e-01,-5.289989620403258153e-01,2.479282704588014336e-02,9.917011694798215371e-02
2.274784692628880407e+02,1.119544543738976117e+01,1.872000477903478899e+00,-2.447853526468562357e+00,2.237437842816901501e+00,5.459228012964961074e+00,1.029191909256114146e+00,1.208049851053806689e+00,4.077783710534104600e+00,8.475363144334906451e-01,4.915329636345711073e-01,1.562787653104163788e+00,1.775440749727813072e+00,1.929081683411956738e-01,-2.349252004509843950e+00,1.474956486107097120e-01,-1.721742294019070529e+00,-1.865181736746839847e-01,-2.446739210585620883e-01,3.355472174691363496e-01,1.053800517120163205e+00,-1.415477192681026786e+00,-4.161679760280964646e-01,7.594302582302894233e-01,2.884462882672886308e-01,8.438226161248494339e-01,-1.291170004704647045e+00,6.331536138273944347e-01,2.557883119336832878e-01,2.578511326790015601e-01,-1.960822501091963321e-01,-7.096581942839126356e-01,1.910715356955361433e-02,3.050127419979644650e-01,1.195185213203956209e+00,4.821450822121223917e-02,4.470810221820899488e-01,2.342052181611386508e-01,-1.001121028515530753e+00,-5.948007339894022527e-01,1.423418575087818660e-01,4.753226528121861638e-01,4.671998808553533555e-01,-4.505729028888200705e-01,-5.058616923533346688e-01,2.481892950450397817e-01,6.921793680848328800e-02,-3.134165668569909857e-01,-9.065888421329962310e-02,9.829493392942002805e-02
2.474831871768448366e+02,-3.330937370163842282e+00,-1.230261663206094536e+00,6.277275676921502123e-01,2.409662623952963489e+00,3.166427186948136629e+00,-4.886594043053896219e-01,1.089791318909401896e-01,-1.991783298092551086e-02,-3.024607257231258783e-01,1.520988468874114208e+00,-1.347790593848470220e-01,6.277276467651227154e-01,9.542075128618140445e-01,1.645154073598290578e+00,1.430851982643975284e-01,1.038151022784271404e+00,1.237471293762563984e-01,-3.525515642752349299e-01,-6.474366755464270318e-01,9.223134774307542028e-01,1.266343922660135624e+00,-4.845265268402747239e-02,-3.339674579367286067e-01,-2.302838486279934482e-01,4.501520612360145890e-01,5.531651615110591003e-01,-7.135070769632856358e-01,-4.834372032733953439e-01,-1.002676106280107504e+00,-9.235298831423024990e-02,2.678979712092890986e-01,-1.611871772934165767e-02,-1.060660186689177165e+00,1.016874370220276075e-01,-9.902649336845201211e-02,2.461897340764749309e-01,-3.183071066466306998e-01,-1.030310103293584703e-02,-5.628700998850131310e-01,-7.020251894204121434e-02,8.225428704212052466e-02,-1.339540174576969722e-01,-9.821177903085787086e-03,-6.220043813722277853e-02,1.333321679483507327e-01,-1.611571700500094018e-01,4.268904623527999820e-02,-2.156452341206657464e-01,-5.541250881078805257e-01
2.448859380061364277e+02,3.242129821784872856e+00,-1.262205183163212174e+00,-5.026723016733129157e+00,9.790063281669040274e-01,2.932035655752207592e+00,-2.924601612181231269e-01,-1.660831927493273241e+00,9.370917304032795325e-01,2.473633139430259753e+00,-3.017826058608132356e-01,-3.406384707377218546e-01,-1.156954572731308417e+00,-1.366387689010345241e+00,4.006729387669800135e-01,2.081770070097356040e+00,2.930378806167079908e-01,-1.533693307774093295e+00,-6.270336159888960648e-01,-3.517562275706817010e-01,2.530129374406049902e-01,4.522354415377896619e-01,-1.354897226269318633e+00,9.146585442385274378e-02,-1.293482438629577069e-01,8.879395077381996293e-01,-4.262284816505753082e-01,8.983709474874039813e-01,-6.933595871935789579e-02,-8.143670310887107799e-01,-5.359497614736783433e-01,1.873977121551420322e-01,-8.200728943313931318e-02,-9.603635793308648583e-02,-5.383911941932147949e-01,2.145017800900805294e-01,1.493207513129334862e-01,-5.435623472830053426e-01,5.795450730199690481e-01,2.076276559158828638e-01,2.789801132935681993e-01,-3.482220436817042852e-01,2.843088099034391525e-01,8.877179590610241589e-02,-3.406400620123489764e-02,-7.299353352107001980e-01,-3.983082643867602579e-01,-3.766726341896459163e-01,-1.851702096149872301e-01,-3.323532498553263270e-01
2.186770862334831236e+02,-5.591151126627647905e+00,-7.409672578357796802e+00,6.524528515013001240e+00,6.499314300821016355e-01,-3.872505792944402891e-03,-1.059011487426349873e+00,3.136472825033194134e-01,-5.135483455599523239e-01,-1.237930825196797535e+00,1.647838022238586664e+00,-1.513767385185418313e+00,1.317454658345533325e+00,7.435453698482326068e-01,-1.207436300408997187e+00,1.192848405587216831e+00,1.529403110576355251e+00,-3.664152843138561433e-02,1.247510311939982464e-01,-3.426081228070661511e-01,3.072306204348705383e-01,9.713330539592929247e-01,1.560662102163785578e-02,2.072284870129229017e-01,-6.246640712634723425e-01,1.676350577303026834e-01,-1.539347161186169988e+00,5.397338339296046117e-01,-4.094791093375588220e-01,-2.623614451581766649e-01,7.183805672142380694e-02,-1.835750608086721969e-01,-7.917988137773985802e-01,-7.674441219169332307e-01,-2.400488183926723917e-01,5.699795880047655583e-01,-3.488500393407446554e-01,-9.180950037394647323e-02,-3.417358622603967611e-01,9.248856179265898536e-01,2.902630175842035865e-01,2.151770970573633757e-01,9.587668248273487626e-01,2.646888297195381101e-01,5.174483446161558253e-02,4.187814350340179348e-01,3.671252462041025844e-01,-1.742598138821705445e-01,-3.144075207351074153e-01,4.856663128743720637e-01
2.336913516296726243e+02,1.121599210969094873e+00,-3.816395161477413644e+00,-1.053504419070126197e+01,6.915605574740029127e-01,1.643996088268233624e-01,-2.507442939947412519e+00,-4.603264537753872648e-02,8.498218126810925810e-01,-5.232716220003295060e-01,1.600551793983737425e-01,2.780300862393642047e-01,5.690832850501635898e-01,2.827240781304893424e+00,1.938392896310509927e+00,-1.086049557106916197e+00,-8.951652179847859880e-01,-5.309005155819973565e-01,-8.709779214578651230e-01,-2.277832116349283620e+00,-1.299162004339561749e+00,-1.588913885967169204e+00,-1.942939486789271031e-01,-1.113106878484018403e-01,-9.860613920241872998e-01,1.193541972769301129e-01,-3.772232023585083693e-01,1.875001029019280341e-01,1.317902244852627303e-01,4.191433375043882720e-02,4.147945584184941081e-01,-1.036270720869905348e+00,9.226060539197033714e-03,3.181284988500777122e-01,-1.493940988386102953e-01,-2.860936094967249654e-01,-7.378237975084260825e-01,-5.409934939244551710e-01,5.444066933424400734e-01,7.044215781556453226e-01,-1.398537698853932233e-02,-1.579229786309080397e-01,-3.415445061569166163e-01,2.588214595388641515e-01,-3.148361750498153144e-01,6.637381602665108904e-01,1.629434664797433374e-01,-2.693709147389459213e-01,-6.345142392201102988e-01,-1.817114579078470959e-01
2.206378373245141518e+02,3.213411273697242443e+00,2.967485888698706109e+00,2.031138338926538722e+00,-8.951450103022896565e-01,-1.841302098000818344e+00,-9.506423017735012859e-01,1.202594981199972768e+00,2.741578928433432427e+00,-1.105895256676838051e-01,-2.568517752584011049e+00,1.149962084513848293e+00,7.556071401683210897e-01,8.067356154469180751e-01,1.112419366783955699e+00,-1.460077974998002848e+00,5.421411528272174207e-01,-9.638652586315753501e-01,-3.846734813610365178e-01,3.161516208025781927e-01,9.886269492280407301e-01,-5.228083269607343153e-01,-6.073056631973980934e-01,8.060010751214461422e-01,-4.494117501892213040e-01,2.403941766472817709e-01,2.681985113376351704e-01,1.257198757807031386e+00,3.286652210333912416e-01,-2.985141752201646570e-01,-7.010093184147241363e-01,1.468205072137848788e+00,3.882654864459946786e-01,-1.216336024743693844e-01,-6.951757896033499140e-01,-2.046363619178421800e-01,-2.870109399063460187e-01,-2.442625379489319626e-01,1.777266610932084212e-01,-9.564204792222220641e-01,-4.890773576134573863e-01,1.997418435035387685e-01,2.645750254407319701e-01,8.101990426958781688e-01,1.727765255272993294e-01,7.588698516341652045e-01,-3.010151484201655306e-02,1.300487030748685435e-01,-3.103894696598044622e-01,3.871792066158695755e-01
2.245801243316122395e+02,-5.888155531774386553e+00,1.941886976322487524e+00,1.512242303311486791e-01,-1.660211779454286773e+00,3.577197232721595732e+00,-1.568067777796403606e+00,1.636298100971335101e+00,1.055809664537282089e+00,-2.079887309540846552e+00,2.437916745909562977e-02,-8.590569911140477632e-01,-2.282978777255682545e-01,-1.727983461226181960e+00,-6.482473593116973021e-01,-2.363922965605080417e+00,1.171336193388997859e+00,3.492705029051745846e-02,-3.471950594984455907e-01,-4.741806557792654919e-01,2.175830016175103854e+00,4.387730264782117584e-01,1.174459043132750208e-01,9.648014834298694609e-02,1.223900071258789968e+00,1.117800840260503303e+00,-1.105855847678859638e-01,8.536406575743782366e-01,-1.095010025645203777e+00,-2.573917012878753630e-01,1.071586962526508868e+00,-2.208694889947214191e-01,-1.529085040289692998e-01,1.447545543084703734e+00,5.718176163014163788e-02,-3.043607532929414328e-01,-2.872261474476908716e-01,3.115009643427852914e-01,6.128232332993840265e-02,2.141013945836543059e-02,-6.880025690497075797e-01,1.141030692131282248e-01,-7.101834543214617657e-02,3.455007241378723476e-02,7.961779913177095824e-02,-6.725459585829651754e-01,-3.464061528122618916e-01,-2.503828813447083745e-01,-4.933287106245259901e-01,1.750736536986982617e-01
2.604219570531860199e+02,-1.482460860487155152e+01,7.436092676470548724e-02,-6.855452059209002913e-01,1.535351332149877290e+00,-4.135437773224793112e+00,1.205956409551643960e+00,-8.773706495062449928e-01,9.106704867715615936e-01,-1.143802199675126641e+00,2.625010620523367866e+00,-6.455357792961251284e-02,-1.881200075878811218e+00,1.985935943138918303e+00,-1.423309468725213023e+00,-1.040005660322302017e+00,8.326072530552396378e-01,1.758771636408865913e+00,4.249685470374623963e-01,8.230810541754310927e-01,-5.126718506556493526e-01,-1.198767944377414851e+00,-5.891681508613269003e-01,3.602222657910345016e-01,4.223758820369120093e-01,-5.277413968432550506e-01,-1.325047833414131793e+00,3.452582286921529551e-03,-3.003852552606541687e-02,-7.884766357138134341e-01,-4.450495362563501867e-01,3.075855886309167841e-01,3.312630915255210251e-01,-1.370978306482298348e-01,1.469284550241339304e-01,-3.595288952478934569e-02,3.430945651143783581e-01,-6.382599784307052548e-03,7.124781120685047542e-02,-1.958698112281876957e-01,-5.340821450963380013e-01,-5.438578568578973371e-01,-9.500898659719915207e-01,-1.150134742047790037e-01,1.934035061957216917e-01,2.373263646558546325e-01,-5.728140285987113334e-01,-5.600719975152583519e-02,-1.295307209959869199e-01,1.386824287003687872e-01
2.327266211850437116e+02,-9.898786689822916429e+00,1.670519824794514552e+00,-7.190087317113883492e-01,-9.036367709853934671e-02,1.426744481384666363e+00,3.371130499234350708e+00,-3.059479332585792299e+00,1.347418701353932713e+00,-1.666683603186621399e-01,2.906219189481610843e-01,-7.067800758126038807e-02,-6.975090710388647253e-01,2.079659132978717295e-01,-1.602581135592771600e-01,4.490068719999242286e-01,-8.450941629148849277e-01,2.857711863547034992e-01,-1.016074197029471105e+00,-2.992473397942628788e-01,8.754320746911903317e-01,4.075107393710021841e-01,1.282056616781913849e+00,-9.813423134153934635e-01,6.651181515504654973e-01,-1.311970694469869247e+00,-7.058326429149708314e-01,2.418947090976681369e-01,5.687008903853852937e-01,-5.628640704067089384e-01,3.295594207848124846e-01,1.896804980318511358e-01,-1.361293007046968095e-01,-2.683376935889779658e-01,-3.175377074336643846e-01,-6.383704010465635070e-01,2.063859327319676473e-01,8.673536757379640694e-01,2.844180836734940820e-01,-5.484627950757444692e-01,-9.673098989251597071e-03,1.015408786528892576e-01,3.354875628866040294e-01,-2.394731753726276474e-02,3.261635978545551207e-01,4.034249458502922048e-01,-3.297407447879393411e-02,4.785064195984958108e-02,-5.177197603273114845e-01,-2.157980646163557559e-01
